player_name,type,matches,events
Wawrinka,WinEvent,7,302
Wawrinka,ErrorEvent,7,252
Wawrinka,DoubleEvent,7,19
Wawrinka,AceEvent,7,81
Nadal,WinEvent,7,198
Nadal,ErrorEvent,7,174
Nadal,DoubleEvent,7,14
Nadal,AceEvent,7,33
Federer,WinEvent,6,248
Federer,ErrorEvent,6,183
Federer,DoubleEvent,6,8
Federer,AceEvent,6,53
Berdych,WinEvent,6,237
Berdych,ErrorEvent,6,184
Berdych,DoubleEvent,6,19
Berdych,AceEvent,6,62
Dimitrov,WinEvent,5,191
Dimitrov,ErrorEvent,5,147
Dimitrov,DoubleEvent,5,24
Dimitrov,AceEvent,5,71
Murray,WinEvent,5,175
Murray,ErrorEvent,5,167
Murray,DoubleEvent,5,13
Murray,AceEvent,5,40
Djokovic,WinEvent,5,179
Djokovic,ErrorEvent,5,145
Djokovic,DoubleEvent,5,6
Djokovic,AceEvent,5,42
Ferrer,WinEvent,5,181
Ferrer,ErrorEvent,5,191
Ferrer,DoubleEvent,5,13
Ferrer,AceEvent,5,9
Robert,WinEvent,4,133
Robert,ErrorEvent,4,129
Robert,DoubleEvent,4,23
Robert,AceEvent,4,27
Nishikori,WinEvent,4,140
Nishikori,ErrorEvent,4,155
Nishikori,DoubleEvent,4,11
Nishikori,AceEvent,4,16
Tsonga,WinEvent,4,152
Tsonga,ErrorEvent,4,110
Tsonga,DoubleEvent,4,8
Tsonga,AceEvent,4,54
Bautista-Agut,WinEvent,4,121
Bautista-Agut,ErrorEvent,4,128
Bautista-Agut,DoubleEvent,4,9
Bautista-Agut,AceEvent,4,22
Fognini,WinEvent,4,135
Fognini,ErrorEvent,4,161
Fognini,DoubleEvent,4,26
Fognini,AceEvent,4,24
Robredo,WinEvent,4,191
Robredo,ErrorEvent,4,123
Robredo,DoubleEvent,4,6
Robredo,AceEvent,4,47
Anderson,WinEvent,4,164
Anderson,ErrorEvent,4,130
Anderson,DoubleEvent,4,21
Anderson,AceEvent,4,79
Mayer,WinEvent,4,144
Mayer,ErrorEvent,4,120
Mayer,DoubleEvent,4,7
Mayer,AceEvent,4,46
Paire,WinEvent,3,167
Paire,ErrorEvent,3,129
Paire,DoubleEvent,3,14
Paire,AceEvent,3,69
Gabashvili,WinEvent,3,56
Gabashvili,ErrorEvent,3,88
Gabashvili,DoubleEvent,3,13
Gabashvili,AceEvent,3,10
Lopez,WinEvent,3,86
Lopez,ErrorEvent,3,70
Lopez,DoubleEvent,3,12
Lopez,AceEvent,3,28
Raonic,WinEvent,3,161
Raonic,ErrorEvent,3,104
Raonic,DoubleEvent,3,14
Raonic,AceEvent,3,69
Young,WinEvent,3,98
Young,ErrorEvent,3,143
Young,DoubleEvent,3,25
Young,AceEvent,3,7
Simon,WinEvent,2,28
Simon,ErrorEvent,2,33
